# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
05/09/2026 00:06:08,Class A,255916087,55.556665,9.762645,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:06:08,Class A,255916087,55.556665,9.762645,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:06:09,Class A,244678000,55.674808,11.018022,At anchor,0.4,0.5,203.6,251,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:06:09,Class A,244678000,55.674808,11.018022,At anchor,0.4,0.5,203.6,251,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:09:08,Class A,255916087,55.556657,9.762657,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:11:12,Class A,255916087,55.556657,9.762657,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:12:08,Class A,255916087,55.556643,9.762652,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:12:08,Class A,255916087,55.556643,9.762652,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:12:09,Class A,244678000,55.674450,11.018010,At anchor,-11.4,0.7,18.3,301,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:12:09,Class A,244678000,55.674450,11.018010,At anchor,-11.4,0.7,18.3,301,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:14:03,Class A,244678000,55.674450,11.018010,At anchor,-11.4,0.7,18.3,301,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:15:07,Class A,244678000,55.674917,11.018167,At anchor,-14.5,0.2,331.8,258,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:15:07,Class A,244678000,55.674917,11.018167,At anchor,-14.5,0.2,331.8,258,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:15:07,Class A,244678000,55.674917,11.018167,At anchor,-14.5,0.2,331.8,258,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:15:08,Class A,255916087,55.556680,9.762673,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:15:08,Class A,255916087,55.556680,9.762673,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:15:23,Class A,563259900,58.198812,11.223812,At anchor,-6.4,0.3,355.3,204,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:17:12,Class A,255916087,55.556680,9.762673,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:17:12,Class A,255916087,55.556680,9.762673,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:18:08,Class A,255916087,55.556668,9.762652,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:18:10,Class A,244678000,55.674370,11.017858,At anchor,16.1,0.7,186.6,270,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:18:10,Class A,244678000,55.674370,11.017858,At anchor,16.1,0.7,186.6,270,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:18:11,Class A,244678000,55.674370,11.017858,At anchor,16.1,0.7,186.6,270,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:18:26,Class A,563259900,58.198977,11.223853,At anchor,2.9,0.0,0.9,194,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:18:49,Class A,563259900,58.198977,11.223853,At anchor,2.9,0.0,0.9,194,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:21:07,Class A,244678000,55.674043,11.017782,At anchor,7.5,0.3,291.6,313,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:21:07,Class A,244678000,55.674043,11.017782,At anchor,7.5,0.3,291.6,313,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:21:08,Class A,255916087,55.556667,9.762638,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:21:08,Class A,255916087,55.556667,9.762638,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:24:08,Class A,255916087,55.556688,9.762637,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:24:08,Class A,255916087,55.556688,9.762637,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:26:03,Class A,244678000,55.674043,11.017782,At anchor,7.5,0.3,291.6,313,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:27:07,Class A,244678000,55.674723,11.018058,At anchor,-2.9,0.5,207.3,256,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:27:07,Class A,244678000,55.674723,11.018058,At anchor,-2.9,0.5,207.3,256,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:27:08,Class A,255916087,55.556678,9.762645,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:27:22,Class A,563259900,58.198817,11.223115,At anchor,-1.6,0.1,274.0,184,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:29:12,Class A,255916087,55.556678,9.762645,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:29:12,Class A,255916087,55.556678,9.762645,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:30:08,Class A,255916087,55.556653,9.762658,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:30:08,Class A,255916087,55.556653,9.762658,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:30:12,Class A,244678000,55.674182,11.017920,At anchor,17.9,0.4,181.0,290,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:30:12,Class A,244678000,55.674182,11.017920,At anchor,17.9,0.4,181.0,290,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:30:28,Class A,563259900,58.198927,11.223022,At anchor,-1.1,0.1,346.2,179,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:30:49,Class A,563259900,58.198927,11.223022,At anchor,-1.1,0.1,346.2,179,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:32:03,Class A,244678000,55.674182,11.017920,At anchor,17.9,0.4,181.0,290,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:33:07,Class A,244678000,55.674345,11.017950,At anchor,-10.0,0.8,21.5,305,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:33:07,Class A,244678000,55.674345,11.017950,At anchor,-10.0,0.8,21.5,305,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:33:08,Class A,255916087,55.556658,9.762637,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:33:08,Class A,255916087,55.556658,9.762637,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:33:21,Class A,563259900,58.199038,11.222857,At anchor,0.7,0.1,309.8,179,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:35:12,Class A,255916087,55.556658,9.762637,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:36:08,Class A,255916087,55.556667,9.762600,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:36:08,Class A,255916087,55.556667,9.762600,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:36:12,Class A,244678000,55.674828,11.018185,At anchor,-14.5,0.2,332.1,261,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:36:12,Class A,244678000,55.674828,11.018185,At anchor,-14.5,0.2,332.1,261,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:36:27,Class A,563259900,58.199095,11.222742,At anchor,-0.2,0.1,312.1,180,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:36:49,Class A,563259900,58.199095,11.222742,At anchor,-0.2,0.1,312.1,180,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:38:03,Class A,244678000,55.674828,11.018185,At anchor,-14.5,0.2,332.1,261,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:38:03,Class A,244678000,55.674828,11.018185,At anchor,-14.5,0.2,332.1,261,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:39:08,Class A,255916087,55.556663,9.762622,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:39:08,Class A,255916087,55.556663,9.762622,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:41:12,Class A,255916087,55.556663,9.762622,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:41:12,Class A,255916087,55.556663,9.762622,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:42:02,Class A,244678000,55.674052,11.017800,At anchor,5.4,0.2,297.4,313,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:42:08,Class A,255916087,55.556667,9.762627,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:42:08,Class A,255916087,55.556667,9.762627,Moored,0.0,0.0,155.4,300,1025411,CQ2516,CAPTAIN M.KYRIAKOU,Tanker,No additional information,23,150,GPS,6.2,DKFRC,04/09/2026 09:00:00,AIS,123,27,2,21
05/09/2026 00:42:26,Class A,563259900,58.199038,11.222338,At anchor,0.4,0.1,237.5,178,9833656,9VDO6,NAVIG8 GRACE,Tanker,,32,183,GPS,7.6,SEBRO,04/09/2026 13:00:00,AIS,147,36,9,23
05/09/2026 00:44:03,Class A,244678000,55.674052,11.017800,At anchor,5.4,0.2,297.4,313,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
05/09/2026 00:45:08,Class A,244678000,55.674623,11.018167,At anchor,-12.9,0.5,22.6,287,9393345,PBLW,THUN GARLAND,Tanker,,15,116,GPS,5.0,DK KAL PEC 321,04/09/2026 15:00:00,AIS,105,11,14,1
